siteName,theme,industry,colorScheme,localDesign,referoUrl
Partners for,light,fintech,light,docs/refero/styles/partners-for-ac2e7d86/DESIGN.md,https://styles.refero.design/style/ac2e7d86-580e-48b9-bb68-d76297fb5957
pluto.app,light,other,light,docs/refero/styles/pluto-app-a805bf0a/DESIGN.md,https://styles.refero.design/style/a805bf0a-7a2f-4ba2-a4a2-73440e1291c7
Flayks,dark,design,dark,docs/refero/styles/flayks-77a193de/DESIGN.md,https://styles.refero.design/style/77a193de-2472-4637-802f-d930ec61c180
Cake Equity,light,fintech,light,docs/refero/styles/cake-equity-4c33d8fe/DESIGN.md,https://styles.refero.design/style/4c33d8fe-81d5-46cb-9dc1-dd231be1c9ec
Metamask,light,crypto,light,docs/refero/styles/metamask-6248749d/DESIGN.md,https://styles.refero.design/style/6248749d-b440-4561-b4d7-2d39c0fd4fd3
Boutique8888,light,ecommerce,light,docs/refero/styles/boutique8888-56e48057/DESIGN.md,https://styles.refero.design/style/56e48057-de3e-47b6-8e59-772440703f0a
Sprout,mixed,other,both,docs/refero/styles/sprout-09b7f406/DESIGN.md,https://styles.refero.design/style/09b7f406-c7e3-4e36-b443-bf24fcfe630f
mishmash®,light,ecommerce,light,docs/refero/styles/mishmash-ebac84e6/DESIGN.md,https://styles.refero.design/style/ebac84e6-b22c-4d21-845f-9165158af844
CINDERBLOC,light,design,light,docs/refero/styles/cinderbloc-f3dd77f7/DESIGN.md,https://styles.refero.design/style/f3dd77f7-c672-4af2-a7b4-7e30d8e7f6e4
A-dam,light,ecommerce,light,docs/refero/styles/a-dam-0fc184f7/DESIGN.md,https://styles.refero.design/style/0fc184f7-6143-4303-8e3d-0e2f075f76b2
Jp,light,agency,light,docs/refero/styles/jp-60b529c2/DESIGN.md,https://styles.refero.design/style/60b529c2-c0f7-49be-9a77-8d3762838f05
Kit,light,ecommerce,light,docs/refero/styles/kit-7f7d24b9/DESIGN.md,https://styles.refero.design/style/7f7d24b9-6878-4548-82ca-a26bbf7a6f2c
genius.design,mixed,agency,both,docs/refero/styles/genius-design-027b70dd/DESIGN.md,https://styles.refero.design/style/027b70dd-90db-4910-ad71-2975bdd140e5
Peloton,dark,ecommerce,dark,docs/refero/styles/peloton-355e8465/DESIGN.md,https://styles.refero.design/style/355e8465-df7d-486a-9d76-2ace37d076a2
Typewolf,light,design,light,docs/refero/styles/typewolf-c46ecd77/DESIGN.md,https://styles.refero.design/style/c46ecd77-9c92-4a85-9162-c6d4afd99d95
ExpressVPN,light,other,light,docs/refero/styles/expressvpn-eddfa579/DESIGN.md,https://styles.refero.design/style/eddfa579-89f1-467d-a486-99a56be36c30
def.studio,dark,design,dark,docs/refero/styles/def-studio-7871d841/DESIGN.md,https://styles.refero.design/style/7871d841-6703-4193-8119-36bb12c73983
Walden,light,ecommerce,light,docs/refero/styles/walden-31903c2b/DESIGN.md,https://styles.refero.design/style/31903c2b-99bf-4fa8-8c92-238858f3563c
Incommonwith,light,design,light,docs/refero/styles/incommonwith-1f9089e1/DESIGN.md,https://styles.refero.design/style/1f9089e1-4170-482f-b988-afe1124a70a9
TWOMUCH.STUDIO,light,design,light,docs/refero/styles/twomuch-studio-12b3e1b6/DESIGN.md,https://styles.refero.design/style/12b3e1b6-31b9-4843-9b3b-8f39c9dd1474
VDL,light,design,light,docs/refero/styles/vdl-111711b0/DESIGN.md,https://styles.refero.design/style/111711b0-6feb-4ec0-a8da-532889808d0e
PLATFORM,light,design,light,docs/refero/styles/platform-81507860/DESIGN.md,https://styles.refero.design/style/81507860-e43d-4c50-b371-7267af9a914b
fromscout.com,light,other,light,docs/refero/styles/fromscout-com-dac5e693/DESIGN.md,https://styles.refero.design/style/dac5e693-743b-43bb-af35-b31fd2567884
Vivid+Co,dark,agency,dark,docs/refero/styles/vivid-co-8875b14e/DESIGN.md,https://styles.refero.design/style/8875b14e-c59a-492f-8780-8027a480f21c
Evermade,light,agency,light,docs/refero/styles/evermade-b22f68eb/DESIGN.md,https://styles.refero.design/style/b22f68eb-7ed1-47b6-995e-2c0afc79ac7e
Stable Audio,light,ai,light,docs/refero/styles/stable-audio-c363a216/DESIGN.md,https://styles.refero.design/style/c363a216-873c-4112-b960-8e823db76f74
Lego,light,ecommerce,light,docs/refero/styles/lego-7e21f6e1/DESIGN.md,https://styles.refero.design/style/7e21f6e1-deec-4bc4-a30e-f2c9d3320314
Enviar Dinero,mixed,fintech,both,docs/refero/styles/enviar-dinero-46c16139/DESIGN.md,https://styles.refero.design/style/46c16139-b0bb-49e6-95dc-74bef576e5ce
Spline,dark,design,dark,docs/refero/styles/spline-b36d5c7c/DESIGN.md,https://styles.refero.design/style/b36d5c7c-9b28-4c99-b5a8-69ce03621410
Slab,mixed,productivity,both,docs/refero/styles/slab-f240ed7d/DESIGN.md,https://styles.refero.design/style/f240ed7d-d466-478e-bbce-6c93420dfd1c
Stability AI,dark,ai,dark,docs/refero/styles/stability-ai-f532c703/DESIGN.md,https://styles.refero.design/style/f532c703-1179-465d-9933-7736df44d0ae
Logan Liffick,light,agency,light,docs/refero/styles/logan-liffick-2b014368/DESIGN.md,https://styles.refero.design/style/2b014368-6db1-417b-b84a-8af9c6450b53
Astro,dark,devtools,dark,docs/refero/styles/astro-e8c604cc/DESIGN.md,https://styles.refero.design/style/e8c604cc-1c8d-42a3-aeca-fcfc25e70344
COS,light,ecommerce,light,docs/refero/styles/cos-7922b756/DESIGN.md,https://styles.refero.design/style/7922b756-2d0f-4a58-8fa6-39d40264fe66
Evervault,dark,devtools,dark,docs/refero/styles/evervault-03dcd158/DESIGN.md,https://styles.refero.design/style/03dcd158-bc4d-447b-aaf2-8e522671a109
SpatialChat,light,productivity,light,docs/refero/styles/spatialchat-5b90e218/DESIGN.md,https://styles.refero.design/style/5b90e218-b325-4901-a1c5-ea1134339826
Gt-america,light,design,light,docs/refero/styles/gt-america-abdac0a6/DESIGN.md,https://styles.refero.design/style/abdac0a6-64f7-46f7-98af-82ce921fe78c
Sackville & Co.,light,ecommerce,light,docs/refero/styles/sackville-and-co-8a3d3f72/DESIGN.md,https://styles.refero.design/style/8a3d3f72-9ef0-466d-adde-77189ddff797
Sigmaphoto,light,ecommerce,light,docs/refero/styles/sigmaphoto-67c60ee4/DESIGN.md,https://styles.refero.design/style/67c60ee4-ac38-41ee-834e-ed2a92146417
Flecto,light,saas,light,docs/refero/styles/flecto-fdc72952/DESIGN.md,https://styles.refero.design/style/fdc72952-9b36-443a-9e0c-20b366aee29f
Incident,light,saas,light,docs/refero/styles/incident-d9a60077/DESIGN.md,https://styles.refero.design/style/d9a60077-619a-4cb7-95ed-0c428c2b51ed
Somethingspecialstudios,light,agency,light,docs/refero/styles/somethingspecialstudios-f329f8b4/DESIGN.md,https://styles.refero.design/style/f329f8b4-16d4-430d-9687-7cdf750f29ac
Gustav Nordebrink,dark,design,dark,docs/refero/styles/gustav-nordebrink-05a7d5bf/DESIGN.md,https://styles.refero.design/style/05a7d5bf-1696-49e6-b52c-b7012aa81ae8
Cup of Couple,light,media,light,docs/refero/styles/cup-of-couple-f4e1b510/DESIGN.md,https://styles.refero.design/style/f4e1b510-6085-4fb8-8597-05d479d3c00c
F. MILLER,light,ecommerce,light,docs/refero/styles/f-miller-c96d2252/DESIGN.md,https://styles.refero.design/style/c96d2252-84d9-4770-8afe-8de570102124
International Magic,dark,other,dark,docs/refero/styles/international-magic-c406697b/DESIGN.md,https://styles.refero.design/style/c406697b-677f-40c7-a3a2-10ea545278f1
Rauno Freiberg,light,design,light,docs/refero/styles/rauno-freiberg-2b46dc00/DESIGN.md,https://styles.refero.design/style/2b46dc00-9517-4ad0-9bf3-a07d3c0bf385
Vimeo,light,media,light,docs/refero/styles/vimeo-be6c7488/DESIGN.md,https://styles.refero.design/style/be6c7488-9cea-43db-bb28-2606f53ade14
Symbolic.ai,light,ai,light,docs/refero/styles/symbolic-ai-694723e9/DESIGN.md,https://styles.refero.design/style/694723e9-0df7-4b9f-ba07-83fc598532d6
KeepGrading,dark,media,dark,docs/refero/styles/keepgrading-2f0a053b/DESIGN.md,https://styles.refero.design/style/2f0a053b-0596-4212-a4f4-8a7b580acb90
"Freelance frontend UI developer and designer, Rou Hun Fan",dark,design,dark,docs/refero/styles/freelance-frontend-ui-developer-and-designer-rou-hun-fan-ffb945f9/DESIGN.md,https://styles.refero.design/style/ffb945f9-2d70-45e8-9024-492900318fa8
OHZI Interactive Studio / Dive into digital magic.,dark,design,dark,docs/refero/styles/ohzi-interactive-studio-dive-into-digital-magic-03e03554/DESIGN.md,https://styles.refero.design/style/03e03554-d7aa-40da-9764-79320ecfa1d0
Maciej Zadykowicz,dark,agency,dark,docs/refero/styles/maciej-zadykowicz-f1b76a42/DESIGN.md,https://styles.refero.design/style/f1b76a42-050e-4c9e-96e3-a77fbd718c68
Face Formula,light,ecommerce,light,docs/refero/styles/face-formula-78ac71e1/DESIGN.md,https://styles.refero.design/style/78ac71e1-cd4c-4b4d-bac5-e7e6c65cd3fa
Solana,dark,crypto,dark,docs/refero/styles/solana-f493133e/DESIGN.md,https://styles.refero.design/style/f493133e-e289-4fb1-9729-f611d9816aae
Raw Materials,light,agency,light,docs/refero/styles/raw-materials-274e85fb/DESIGN.md,https://styles.refero.design/style/274e85fb-a34d-4e41-9369-be03065b971b
HashiCorp,dark,devtools,dark,docs/refero/styles/hashicorp-834ce97f/DESIGN.md,https://styles.refero.design/style/834ce97f-61f2-4b12-bf5c-e9fad2544456
Nakedcityfilms,mixed,media,both,docs/refero/styles/nakedcityfilms-b7fc2173/DESIGN.md,https://styles.refero.design/style/b7fc2173-c9b1-45ed-bd3a-9999320b3248
Concrete Club Studio,mixed,agency,both,docs/refero/styles/concrete-club-studio-f8ab25e8/DESIGN.md,https://styles.refero.design/style/f8ab25e8-87c1-4d7b-a633-daf3ea39b916
Twocreate,light,agency,light,docs/refero/styles/twocreate-8b6970fa/DESIGN.md,https://styles.refero.design/style/8b6970fa-3478-4c1b-aadf-41ffe1ef68e6
Sleeve,light,other,light,docs/refero/styles/sleeve-2b49d4b2/DESIGN.md,https://styles.refero.design/style/2b49d4b2-8461-4985-b7ee-cf9517e19803
Glossier,light,ecommerce,light,docs/refero/styles/glossier-efd8dda0/DESIGN.md,https://styles.refero.design/style/efd8dda0-b7dc-4b0b-b65f-348849d2cd65
Simone Sniekers,mixed,design,both,docs/refero/styles/simone-sniekers-017ce823/DESIGN.md,https://styles.refero.design/style/017ce823-c338-417d-849d-497c97701c4c
Karl,light,design,light,docs/refero/styles/karl-dd8b7191/DESIGN.md,https://styles.refero.design/style/dd8b7191-a992-4dab-88f8-f67e8819b461
MANNA,light,design,light,docs/refero/styles/manna-d83fd0b1/DESIGN.md,https://styles.refero.design/style/d83fd0b1-afde-41ff-b970-c622bfed9f59
Whop,light,productivity,light,docs/refero/styles/whop-9eeab5f0/DESIGN.md,https://styles.refero.design/style/9eeab5f0-eece-4898-a1d2-2db48ac2bc7d
How Many Plants,light,design,light,docs/refero/styles/how-many-plants-4e616d96/DESIGN.md,https://styles.refero.design/style/4e616d96-14ea-43d6-9662-0ad3fa19ef7c
Piet Oudolf,light,design,light,docs/refero/styles/piet-oudolf-3cc1d30c/DESIGN.md,https://styles.refero.design/style/3cc1d30c-3b08-48af-bbf0-df195d77835f
Daniël van der Winden,light,design,light,docs/refero/styles/daniel-van-der-winden-e8eda526/DESIGN.md,https://styles.refero.design/style/e8eda526-d686-4e45-a60d-61b6503a8eda
Chantlings,dark,other,dark,docs/refero/styles/chantlings-5090ce54/DESIGN.md,https://styles.refero.design/style/5090ce54-9097-4d29-a741-2847dbacc419
Dot Inc.,light,other,light,docs/refero/styles/dot-inc-4bcd0728/DESIGN.md,https://styles.refero.design/style/4bcd0728-0d28-4835-ba9f-d61554f797b1
INFRINGE,light,media,light,docs/refero/styles/infringe-36e7c3f9/DESIGN.md,https://styles.refero.design/style/36e7c3f9-b7cb-48a2-9695-db726e3dccdb
Siena,dark,media,dark,docs/refero/styles/siena-1bee2c77/DESIGN.md,https://styles.refero.design/style/1bee2c77-8c47-44f6-b784-ef7aa45d4f93
Peggy,light,design,light,docs/refero/styles/peggy-0ed4e85f/DESIGN.md,https://styles.refero.design/style/0ed4e85f-f3e9-438c-bc34-2a726863c602
Shopify Supply,dark,ecommerce,dark,docs/refero/styles/shopify-supply-05023ef1/DESIGN.md,https://styles.refero.design/style/05023ef1-b0e6-4e84-8987-edd5dc11a848
Quo (formerly OpenPhone),light,saas,light,docs/refero/styles/quo-formerly-openphone-792089e6/DESIGN.md,https://styles.refero.design/style/792089e6-c045-498c-8ba1-48d72c206c66
NaN,dark,design,dark,docs/refero/styles/nan-71db2a51/DESIGN.md,https://styles.refero.design/style/71db2a51-118e-42b1-879d-29872d52142f
Leif Products,light,ecommerce,light,docs/refero/styles/leif-products-3f56ea4d/DESIGN.md,https://styles.refero.design/style/3f56ea4d-ed9d-4a36-8fb5-a801519ef80b
Nomen Nescio,light,ecommerce,light,docs/refero/styles/nomen-nescio-2fd71e12/DESIGN.md,https://styles.refero.design/style/2fd71e12-12fc-4346-8281-52afe12bb951
Art In DUMBO,light,media,light,docs/refero/styles/art-in-dumbo-5d79f0c2/DESIGN.md,https://styles.refero.design/style/5d79f0c2-526e-4c37-b780-08404f60839b
BBA Studio,light,other,light,docs/refero/styles/bba-studio-59998921/DESIGN.md,https://styles.refero.design/style/59998921-8f1e-4f47-849d-e2eea939b0ed
Vanmoof,light,ecommerce,light,docs/refero/styles/vanmoof-4887c681/DESIGN.md,https://styles.refero.design/style/4887c681-d4e6-41d3-b83c-5650cf925ee9
Doug–Alves,light,design,light,docs/refero/styles/doug-alves-24c54bfb/DESIGN.md,https://styles.refero.design/style/24c54bfb-959d-4ca3-b274-e76ba823f3c0
Atlantis Technology,dark,saas,dark,docs/refero/styles/atlantis-technology-8df07af7/DESIGN.md,https://styles.refero.design/style/8df07af7-5935-405f-a2df-65fbf9ca3db9
Studio Otto,light,design,light,docs/refero/styles/studio-otto-729bd2ff/DESIGN.md,https://styles.refero.design/style/729bd2ff-fb28-47e4-863e-3b292f5bec2d
Halfhelix,light,agency,light,docs/refero/styles/halfhelix-36fb90f7/DESIGN.md,https://styles.refero.design/style/36fb90f7-3547-4dfd-a34e-592aa140078a
Studio HEED,dark,design,dark,docs/refero/styles/studio-heed-10b9e7bb/DESIGN.md,https://styles.refero.design/style/10b9e7bb-9ffb-43eb-9360-5628d8390107
Fiasco,light,agency,light,docs/refero/styles/fiasco-ef73c742/DESIGN.md,https://styles.refero.design/style/ef73c742-1c3b-48b9-a174-de365ecc4691
Ghost,light,saas,light,docs/refero/styles/ghost-532b3211/DESIGN.md,https://styles.refero.design/style/532b3211-cca9-4207-a11c-812cfabc1a73
Sanity.io,light,devtools,light,docs/refero/styles/sanity-io-a3af7369/DESIGN.md,https://styles.refero.design/style/a3af7369-b61c-4923-a628-931861c8097f
Epidemicsound,light,media,light,docs/refero/styles/epidemicsound-d1f5ece3/DESIGN.md,https://styles.refero.design/style/d1f5ece3-ec6c-467d-8a59-51ee259cc023
Monzo,light,fintech,light,docs/refero/styles/monzo-e8a1d114/DESIGN.md,https://styles.refero.design/style/e8a1d114-6924-4f03-acd2-996dd30f15a6
Norm,light,other,light,docs/refero/styles/norm-8d66df35/DESIGN.md,https://styles.refero.design/style/8d66df35-a06c-4ea9-ae8b-ab3e1c01f797
Instagram Sans Typeface,light,design,light,docs/refero/styles/instagram-sans-typeface-7d6a8722/DESIGN.md,https://styles.refero.design/style/7d6a8722-a6f4-40de-a761-16ea479630a9
Bird,dark,ai,dark,docs/refero/styles/bird-2ab1abbc/DESIGN.md,https://styles.refero.design/style/2ab1abbc-b9f5-418f-a36a-94a4eca74ba9
Sandland Sleep,light,ecommerce,light,docs/refero/styles/sandland-sleep-be17feca/DESIGN.md,https://styles.refero.design/style/be17feca-c2bd-4e17-b4d2-ed3ae019a84c
Alt Studios,light,agency,light,docs/refero/styles/alt-studios-b95143f4/DESIGN.md,https://styles.refero.design/style/b95143f4-f881-4118-acc4-aa97fbce463d
MOUTHWASH Studio,light,design,light,docs/refero/styles/mouthwash-studio-a5d7bd36/DESIGN.md,https://styles.refero.design/style/a5d7bd36-6136-4029-8825-3b21ed69df4e
Postevand,light,other,light,docs/refero/styles/postevand-76bfda6b/DESIGN.md,https://styles.refero.design/style/76bfda6b-125f-4d9b-96c0-356de1e9fc10
Arthursimonini,dark,media,dark,docs/refero/styles/arthursimonini-6778ff21/DESIGN.md,https://styles.refero.design/style/6778ff21-44eb-40f3-ba85-2ee7de935f8f
Alt–Border,light,design,light,docs/refero/styles/alt-border-5fd2cdc0/DESIGN.md,https://styles.refero.design/style/5fd2cdc0-05ac-4290-b67c-72e7525a532c
Consumedinkey,light,media,light,docs/refero/styles/consumedinkey-9d29d491/DESIGN.md,https://styles.refero.design/style/9d29d491-b705-46e1-9598-a4a70468e7e0
Socialclub,light,agency,light,docs/refero/styles/socialclub-9d1234b7/DESIGN.md,https://styles.refero.design/style/9d1234b7-1e6c-4eb3-9ebb-2cc40c688090
Studio Emmerer,dark,design,dark,docs/refero/styles/studio-emmerer-670869ea/DESIGN.md,https://styles.refero.design/style/670869ea-9576-4f9d-af3a-038910f8b9b8
Ekipa Agency,light,media,light,docs/refero/styles/ekipa-agency-00878d73/DESIGN.md,https://styles.refero.design/style/00878d73-0783-4d4a-a1ce-d3f9c0f877a0
Theodore Ellison Designs,light,design,light,docs/refero/styles/theodore-ellison-designs-f6bcbb63/DESIGN.md,https://styles.refero.design/style/f6bcbb63-2925-4bee-a330-e5e770b94750
Surface,light,media,light,docs/refero/styles/surface-e6c20874/DESIGN.md,https://styles.refero.design/style/e6c20874-c6f9-4c31-b6b2-2cb27cbf15f2
Kevin Basset,light,other,light,docs/refero/styles/kevin-basset-e3f59efd/DESIGN.md,https://styles.refero.design/style/e3f59efd-a254-43f1-9dac-36a35a4b290c
TeePublic,light,ecommerce,light,docs/refero/styles/teepublic-0231caf5/DESIGN.md,https://styles.refero.design/style/0231caf5-0347-4f2d-ba20-5bab8fcaf2ce
Marx Design,dark,design,dark,docs/refero/styles/marx-design-00a2d2d6/DESIGN.md,https://styles.refero.design/style/00a2d2d6-3a91-48e5-9941-ece03ebe2b87
Slingshot,light,saas,light,docs/refero/styles/slingshot-e683efcd/DESIGN.md,https://styles.refero.design/style/e683efcd-b005-4a35-a5ea-d25bcf3de5c0
Endel Manifesto,dark,other,dark,docs/refero/styles/endel-manifesto-9949add1/DESIGN.md,https://styles.refero.design/style/9949add1-e0f0-4093-8002-db1f3a7390b7
map project office,light,design,light,docs/refero/styles/map-project-office-77c32a1f/DESIGN.md,https://styles.refero.design/style/77c32a1f-99fd-44d0-a7d2-002f005a245d
Stryds,dark,other,dark,docs/refero/styles/stryds-6b4e6620/DESIGN.md,https://styles.refero.design/style/6b4e6620-5c06-4dc1-931b-82265116f6f2
Elementor,light,devtools,light,docs/refero/styles/elementor-4bbc63cf/DESIGN.md,https://styles.refero.design/style/4bbc63cf-c995-4c56-9873-e7f300f1c9e7
Mailchimp,light,saas,light,docs/refero/styles/mailchimp-24929007/DESIGN.md,https://styles.refero.design/style/24929007-7e62-4c96-a940-7de65438a578
Allbirds,light,ecommerce,light,docs/refero/styles/allbirds-79d83fce/DESIGN.md,https://styles.refero.design/style/79d83fce-84bf-4e12-8039-5d283c98917c
Reflect Notes,dark,productivity,dark,docs/refero/styles/reflect-notes-e7f92774/DESIGN.md,https://styles.refero.design/style/e7f92774-3c08-402b-917d-020ba1f3d489
Signal Messenger,light,other,light,docs/refero/styles/signal-messenger-41c479a9/DESIGN.md,https://styles.refero.design/style/41c479a9-7b41-445b-9ea7-c7a6331828f0
Daniel Sun,light,agency,light,docs/refero/styles/daniel-sun-8d1b6c70/DESIGN.md,https://styles.refero.design/style/8d1b6c70-e045-4ce6-891d-aba5d5c00e0d
Helloivy,light,productivity,light,docs/refero/styles/helloivy-5af6b791/DESIGN.md,https://styles.refero.design/style/5af6b791-6cad-4497-9e94-ace28e4fbd51
Flowers For Society,light,ecommerce,light,docs/refero/styles/flowers-for-society-e00519a1/DESIGN.md,https://styles.refero.design/style/e00519a1-7b8a-4171-b49b-550c64a57d3c
Strut,light,productivity,light,docs/refero/styles/strut-deb6c017/DESIGN.md,https://styles.refero.design/style/deb6c017-d2d3-4945-aaee-fa3d9ea6de70
Acolorbright,light,design,light,docs/refero/styles/acolorbright-6738c8ec/DESIGN.md,https://styles.refero.design/style/6738c8ec-0e5b-4533-8901-1297aebd32e1
Filling Pieces,light,ecommerce,light,docs/refero/styles/filling-pieces-f401f04f/DESIGN.md,https://styles.refero.design/style/f401f04f-c45b-4261-9441-f502c6569a29
Dokument,light,design,light,docs/refero/styles/dokument-c5e7dacd/DESIGN.md,https://styles.refero.design/style/c5e7dacd-ae69-4cd8-8ff4-384951a0cde5
alet,light,agency,light,docs/refero/styles/alet-9b5203a8/DESIGN.md,https://styles.refero.design/style/9b5203a8-07c8-4987-94c5-6411970896d2
Slush,light,crypto,light,docs/refero/styles/slush-8b6b547f/DESIGN.md,https://styles.refero.design/style/8b6b547f-a357-4f1b-9842-4579c62dd42b
